RefId,IsBadBuy
73611,0
73612,1
73613,0
73614,1
73615,1
73616,0
73617,0
73618,1
73619,1
73620,0
73621,0
73622,0
73623,0
73624,0
73625,0
73626,1
73627,1
73628,0
73629,1
73630,1
73631,1
73632,0
73633,0
73634,0
73635,0
73636,1
73637,0
73638,1
73639,1
73640,0
73641,0
73642,0
73643,1
73644,1
73645,0
73646,1
73647,1
73648,1
73649,0
73650,1
73651,1
73652,0
73653,0
73654,1
73655,0
73656,1
73657,1
73658,1
73659,0
73660,0
73661,1
73662,0
73663,1
73664,1
73665,1
73666,1
73667,0
73668,1
73669,0
73670,0
73671,1
73672,1
73673,1
73674,0
73675,1
73676,0
73677,0
73678,0
73679,1
73680,0
73681,0
73682,0
73683,0
73684,1
73685,0
73686,1
73687,1
73688,0
73689,0
73690,0
73691,1
73692,1
73693,0
73694,0
73695,1
73696,0
73697,1
73698,1
73699,0
73700,1
73701,1
73702,1
73703,1
73704,1
73705,0
73706,0
73707,0
73708,0
73709,0
73710,0
73711,0
73712,0
73713,0
73714,0
73715,1
73716,0
73717,0
73718,0
73719,0
73720,0
73721,0
73722,0
73723,0
73724,0
73725,1
73726,1
73727,0
73728,0
73729,0
73730,1
73731,1
73732,0
73733,0
73734,0
73735,0
73736,0
73737,1
73738,0
73739,0
73740,0
73741,0
73742,0
73743,1
73744,1
73745,0
73746,0
73747,1
73748,1
73749,0
73750,0
73751,1
73752,1
73753,0
73754,0
73755,1
73756,1
73757,0
73758,0
73759,0
73760,0
73761,0
73762,0
73763,1
73764,0
73765,0
73766,0
73767,1
73768,0
73769,0
73770,0
73771,0
73772,0
73773,0
73774,1
73775,0
73776,1
73777,0
73778,0
73779,0
73780,0
73781,0
73782,0
73783,1
73784,0
73785,0
73786,0
73787,1
73788,0
73789,0
73790,0
73791,1
73792,0
73793,0
73794,0
73795,0
73796,0
73797,1
73798,0
73799,0
73800,0
73801,0
73802,0
73803,1
73804,1
73805,1
73806,0
73807,1
73808,0
73809,1
73810,0
73811,1
73812,0
73813,0
73814,0
73815,0
73816,1
73817,0
73818,0
73819,1
73820,0
73821,1
73822,0
73823,0
73824,1
73825,0
73826,0
73827,0
73828,1
73829,1
73830,0
73831,0
73832,0
73833,1
73834,1
73835,0
73836,0
73837,0
73838,0
73839,0
73840,0
73841,1
73842,0
73843,0
73844,0
73845,0
73846,0
73847,1
73848,0
73849,1
73850,0
73851,0
73852,0
73853,0
73854,0
73855,0
73856,0
73857,0
73858,0
73859,0
73860,0
73861,0
73862,0
73863,0
73864,0
73865,1
73866,0
73867,0
73868,0
73869,0
73870,0
73871,0
73872,0
73873,0
73874,0
73875,1
73876,0
73877,0
73878,0
73879,0
73880,0
73881,1
73882,0
73883,1
73884,1
73885,0
73886,0
73887,0
73888,1
73889,0
73890,0
73891,0
73892,1
73893,0
73894,0
73895,0
73896,0
73897,0
73898,0
73899,0
73900,0
73901,0
73902,0
73903,0
73904,0
73905,1
73906,0
73907,0
73908,0
73909,0
73910,0
73911,0
73912,0
73913,0
73914,1
73915,0
73916,1
73917,0
73918,0
73919,0
73920,1
73921,1
73922,0
73923,1
73924,1
73925,0
73926,0
73927,0
73928,0
73929,0
73930,1
73931,0
73932,0
73933,1
73934,0
73935,0
73936,0
73937,0
73938,0
73939,0
73940,0
73941,1
73942,0
73943,0
73944,0
73945,0
73946,1
73947,0
73948,1
73949,0
73950,0
73951,1
73952,0
73953,0
73954,0
73955,1
73956,0
73957,0
73958,0
73959,0
73960,1
73961,1
73962,0
73963,0
73964,0
73965,1
73966,0
73967,1
73968,0
73969,1
73970,0
73971,1
73972,0
73973,0
73974,1
73975,1
73976,0
73977,0
73978,0
73979,0
73980,0
73981,1
73982,1
73983,0
73984,0
73985,0
73986,0
73987,0
73988,0
73989,1
73990,0
73991,1
73992,0
73993,0
73994,0
73995,1
73996,0
73997,0
73998,0
73999,0
74000,0
74001,0
74002,1
74003,0
74004,1
74005,0
74006,0
74007,1
74008,0
74009,0
74010,1
74011,1
74012,0
74013,0
74014,0
74015,0
74016,0
74017,1
74018,0
74019,0
74020,0
74021,1
74022,0
74023,0
74024,0
74025,1
74026,0
74027,0
74028,0
74029,1
74030,0
74031,0
74032,0
74033,0
74034,1
74035,0
74036,1
74037,0
74038,0
74039,0
74040,0
74041,0
74042,1
74043,0
74044,0
74045,0
74046,0
74047,0
74048,0
74049,0
74050,0
74051,0
74052,0
74053,1
74054,0
74055,0
74056,0
74057,1
74058,0
74059,0
74060,0
74061,0
74062,0
74063,1
74064,0
74065,1
74066,0
74067,0
74068,0
74069,0
74070,0
74071,0
74072,0
74073,0
74074,0
74075,1
74076,1
74077,0
74078,1
74079,0
74080,0
74081,0
74082,0
74083,0
74084,0
74085,0
74086,1
74087,0
74088,0
74089,0
74090,0
74091,0
74092,0
74093,0
74094,0
74095,0
74096,0
74097,1
74098,1
74099,0
74100,0
74101,0
74102,0
74103,0
74104,0
74105,0
74106,1
74107,0
74108,0
74109,0
74110,0
74111,0
74112,0
74113,0
74114,0
74115,0
74116,0
74117,0
74118,0
74119,0
74120,0
74121,0
74122,1
74123,1
74124,1
74125,0
74126,0
74127,0
74128,0
74129,0
74130,0
74131,0
74132,0
74133,0
74134,1
74135,1
74136,0
74137,1
74138,0
74139,0
74140,0
74141,0
74142,0
74143,1
74144,1
74145,0
74146,0
74147,0
74148,0
74149,0
74150,1
74151,0
74152,0
74153,1
74154,0
74155,0
74156,1
74157,0
74158,0
74159,0
74160,1
74161,0
74162,0
74163,0
74164,0
74165,1
74166,0
74167,0
74168,1
74169,0
74170,0
74171,1
74172,0
74173,0
74174,0
74175,0
74176,0
74177,0
74178,0
74179,1
74180,0
74181,0
74182,0
74183,0
74184,0
74185,0
74186,1
74187,0
74188,0
74189,1
74190,0
74191,0
74192,0
74193,0
74194,0
74195,0
74196,1
74197,0
74198,0
74199,0
74200,0
74201,0
74202,0
74203,0
74204,0
74205,0
74206,1
74207,0
74208,0
74209,0
74210,0
74211,0
74212,1
74213,0
74214,0
74215,0
74216,0
74217,0
74218,0
74219,0
74220,0
74221,0
74222,1
74223,1
74224,0
74225,0
74226,0
74227,0
74228,1
74229,0
74230,0
74231,0
74232,0
74233,0
74234,0
74235,1
74236,0
74237,1
74238,0
74239,1
74240,1
74241,0
74242,0
74243,0
74244,0
74245,1
74246,1
74247,0
74248,0
74249,0
74250,0
74251,0
74252,0
74253,1
74254,0
74255,0
74256,0
74257,0
74258,0
74259,0
74260,1
74261,0
74262,0
74263,1
74264,0
74265,1
74266,1
74267,0
74268,1
74269,1
74270,0
74271,1
74272,0
74273,0
74274,0
74275,0
74276,0
74277,0
74278,1
74279,0
74280,1
74281,1
74282,0
74283,1
74284,0
74285,0
74286,0
74287,0
74288,0
74289,0
74290,0
74291,0
74292,0
74293,1
74294,1
74295,0
74296,0
74297,1
74298,0
74299,1
74300,1
74301,1
74302,0
74303,0
74304,0
74305,0
74306,0
74307,0
74308,0
74309,1
74310,0
74311,0
74312,0
74313,0
74314,0
74315,0
74316,0
74317,0
74318,0
74319,0
74320,0
74321,0
74322,0
74323,0
74324,0
74325,0
74326,0
74327,1
74328,0
74329,1
74330,0
74331,0
74332,0
74333,0
74334,0
74335,0
74336,0
74337,0
74338,0
74339,0
74340,0
74341,0
74342,0
74343,0
74344,0
74345,0
74346,0
74347,0
74348,0
74349,0
74350,0
74351,0
74352,0
74353,0
74354,0
74355,0
74356,0
74357,1
74358,0
74359,0
74360,0
74361,1
74362,1
74363,1
74364,1
74365,0
74366,0
74367,0
74368,1
74369,1
74370,0
74371,0
74372,1
74373,1
74374,0
74375,1
74376,0
74377,0
74378,0
74379,1
74380,0
74381,1
74382,0
74383,0
74384,1
74385,0
74386,0
74387,1
74388,0
74389,1
74390,0
74391,0
74392,0
74393,0
74394,0
74395,1
74396,0
74397,0
74398,0
74399,0
74400,0
74401,0
74402,0
74403,0
74404,0
74405,0
74406,0
74407,0
74408,0
74409,1
74410,0
74411,0
74412,0
74413,0
74414,0
74415,0
74416,0
74417,0
74418,1
74419,0
74420,0
74421,0
74422,0
74423,0
74424,1
74425,0
74426,0
74427,0
74428,0
74429,0
74430,0
74431,0
74432,0
74433,0
74434,0
74435,0
74436,0
74437,0
74438,1
74439,1
74440,0
74441,0
74442,0
74443,0
74444,0
74445,1
74446,0
74447,0
74448,0
74449,1
74450,0
74451,0
74452,0
74453,0
74454,0
74455,0
74456,1
74457,0
74458,0
74459,0
74460,0
74461,0
74462,0
74463,0
74464,0
74465,1
74466,0
74467,0
74468,0
74469,0
74470,0
74471,1
74472,1
74473,0
74474,0
74475,0
74476,0
74477,1
74478,1
74479,1
74480,1
74481,0
74482,1
74483,1
74484,1
74485,1
74486,0
74487,1
74488,0
74489,0
74490,0
74491,0
74492,0
74493,0
74494,1
74495,0
74496,0
74497,0
74498,0
74499,0
74500,1
74501,0
74502,0
74503,1
74504,0
74505,1
74506,0
74507,0
74508,0
74509,1
74510,0
74511,0
74512,0
74513,0
74514,0
74515,0
74516,0
74517,0
74518,0
74519,1
74520,0
74521,0
74522,1
74523,0
74524,0
74525,1
74526,0
74527,0
74528,0
74529,0
74530,1
74531,0
74532,0
74533,0
74534,0
74535,0
74536,1
74537,0
74538,1
74539,0
74540,0
74541,0
74542,0
74543,0
74544,0
74545,0
74546,0
74547,0
74548,0
74549,0
74550,0
74551,0
74552,0
74553,0
74554,0
74555,0
74556,0
74557,0
74558,0
74559,0
74560,0
74561,0
74562,0
74563,0
74564,1
74565,0
74566,1
74567,0
74568,1
74569,0
74570,0
74571,0
74572,0
74573,0
74574,0
74575,0
74576,0
74577,0
74578,0
74579,0
74580,0
74581,0
74582,0
74583,0
74584,0
74585,0
74586,0
74587,0
74588,0
74589,1
74590,1
74591,0
74592,0
74593,1
74594,0
74595,0
74596,1
74597,0
74598,0
74599,0
74600,1
74601,0
74602,1
74603,0
74604,1
74605,0
74606,1
74607,1
74608,1
74609,1
74610,0
74611,1
74612,0
74613,0
74614,0
74615,0
74616,0
74617,0
74618,0
74619,1
74620,0
74621,0
74622,0
74623,0
74624,0
74625,0
74626,0
74627,1
74628,0
74629,0
74630,0
74631,0
74632,0
74633,0
74634,0
74635,0
74636,0
74637,0
74638,0
74639,0
74640,0
74641,0
74642,1
74643,0
74644,0
74645,0
74646,0
74647,0
74648,0
74649,1
74650,0
74651,0
74652,0
74653,0
74654,0
74655,0
74656,0
74657,0
74658,0
74659,0
74660,0
74661,0
74662,1
74663,0
74664,0
74665,0
74666,0
74667,1
74668,0
74669,0
74670,0
74671,1
74672,0
74673,0
74674,0
74675,0
74676,0
74677,0
74678,0
74679,0
74680,0
74681,0
74682,1
74683,0
74684,0
74685,1
74686,1
74687,0
74688,0
74689,0
74690,0
74691,0
74692,0
74693,0
74694,0
74695,0
74696,0
74697,0
74698,0
74699,0
74700,0
74701,0
74702,0
74703,0
74704,1
74705,0
74706,0
74707,1
74708,0
74709,0
74710,0
74711,0
74712,0
74713,0
74714,1
74715,0
74716,0
74717,0
74718,0
74719,0
74720,0
74721,0
74722,1
74723,0
74724,0
74725,0
74726,0
74727,0
74728,0
74729,0
74730,0
74731,0
74732,0
74733,0
74734,1
74735,0
74736,1
74737,0
74738,1
74739,0
74740,0
74741,0
74742,0
74743,0
74744,0
74745,0
74746,0
74747,1
74748,0
74749,0
74750,0
74751,0
74752,1
74753,0
74754,0
74755,0
74756,0
74757,0
74758,1
74759,1
74760,1
74761,1
74762,0
74763,1
74764,0
74765,0
74766,0
74767,0
74768,0
74769,0
74770,0
74771,0
74772,0
74773,0
74774,0
74775,0
74776,0
74777,1
74778,0
74779,0
74780,0
74781,0
74782,1
74783,1
74784,0
74785,0
74786,0
74787,0
74788,0
74789,0
74790,1
74791,0
74792,0
74793,0
74794,1
74795,0
74796,0
74797,0
74798,0
74799,0
74800,0
74801,0
74802,0
74803,1
74804,0
74805,0
74806,0
74807,0
74808,0
74809,0
74810,1
74811,1
74812,1
74813,0
74814,0
74815,0
74816,0
74817,0
74818,0
74819,0
74820,1
74821,0
74822,0
74823,0
74824,0
74825,0
74826,0
74827,0
74828,1
74829,0
74830,1
74831,0
74832,0
74833,0
74834,0
74835,0
74836,0
74837,0
74838,0
74839,0
74840,0
74841,0
74842,0
74843,0
74844,0
74845,1
74846,0
74847,0
74848,0
74849,0
74850,1
74851,0
74852,0
74853,0
74854,0
74855,1
74856,0
74857,0
74858,1
74859,0
74860,0
74861,0
74862,0
74863,0
74864,0
74865,0
74866,0
74867,0
74868,0
74869,0
74870,0
74871,0
74872,0
74873,1
74874,0
74875,0
74876,0
74877,1
74878,0
74879,0
74880,0
74881,0
74882,0
74883,1
74884,0
74885,0
74886,0
74887,0
74888,0
74889,0
74890,0
74891,0
74892,0
74893,0
74894,0
74895,0
74896,0
74897,0
74898,0
74899,0
74900,0
74901,1
74902,0
74903,0
74904,0
74905,1
74906,0
74907,0
74908,1
74909,0
74910,0
74911,0
74912,0
74913,1
74914,0
74915,1
74916,0
74917,0
74918,0
74919,0
74920,0
74921,0
74922,1
74923,0
74924,0
74925,0
74926,0
74927,0
74928,0
74929,1
74930,0
74931,0
74932,1
74933,1
74934,0
74935,0
74936,0
74937,0
74938,1
74939,0
74940,0
74941,0
74942,0
74943,0
74944,0
74945,0
74946,0
74947,1
74948,0
74949,0
74950,1
74951,0
74952,0
74953,0
74954,1
74955,0
74956,0
74957,0
74958,1
74959,0
74960,1
74961,0
74962,0
74963,0
74964,1
74965,0
74966,0
74967,0
74968,1
74969,0
74970,0
74971,1
74972,0
74973,0
74974,1
74975,0
74976,0
74977,0
74978,0
74979,0
74980,0
74981,0
74982,0
74983,1
74984,0
74985,0
74986,0
74987,0
74988,0
74989,0
74990,1
74991,0
74992,1
74993,1
74994,0
74995,0
74996,0
74997,0
74998,0
74999,0
75000,0
75001,0
75002,0
75003,0
75004,0
75005,0
75006,0
75007,1
75008,0
75009,0
75010,1
75011,0
75012,0
75013,0
75014,1
75015,0
75016,0
75017,0
75018,0
75019,0
75020,0
75021,0
75022,0
75023,0
75024,0
75025,0
75026,1
75027,0
75028,0
75029,0
75030,0
75031,0
75032,0
75033,0
75034,0
75035,0
75036,0
75037,1
75038,0
75039,0
75040,1
75041,1
75042,0
75043,0
75044,0
75045,1
75046,0
75047,1
75048,0
75049,0
75050,0
75051,0
75052,0
75053,0
75054,1
75055,0
75056,0
75057,0
75058,0
75059,0
75060,0
75061,0
75062,0
75063,0
75064,0
75065,0
75066,0
75067,0
75068,0
75069,0
75070,0
75071,1
75072,0
75073,1
75074,0
75075,0
75076,1
75077,0
75078,0
75079,0
75080,0
75081,0
75082,0
75083,0
75084,0
75085,0
75086,0
75087,0
75088,0
75089,1
75090,0
75091,0
75092,1
75093,1
75094,1
75095,1
75096,0
75097,0
75098,0
75099,0
75100,0
75101,0
75102,0
75103,0
75104,0
75105,0
75106,0
75107,0
75108,0
75109,0
75110,0
75111,1
75112,0
75113,0
75114,0
75115,0
75116,1
75117,1
75118,0
75119,0
75120,0
75121,1
75122,0
75123,0
75124,0
75125,0
75126,0
75127,0
75128,0
75129,0
75130,1
75131,0
75132,1
75133,0
75134,1
75135,0
75136,0
75137,0
75138,0
75139,0
75140,1
75141,0
75142,0
75143,0
75144,0
75145,1
75146,0
75147,1
75148,1
75149,0
75150,1
75151,0
75152,1
75153,0
75154,0
75155,0
75156,0
75157,0
75158,1
75159,0
75160,1
75161,0
75162,1
75163,0
75164,0
75165,0
75166,0
75167,0
75168,1
75169,1
75170,0
75171,0
75172,0
75173,0
75174,0
75175,0
75176,0
75177,1
75178,1
75179,1
75180,0
75181,1
75182,0
75183,0
75184,0
75185,0
75186,0
75187,1
75188,1
75189,0
75190,0
75191,1
75192,0
75193,0
75194,1
75195,0
75196,0
75197,0
75198,1
75199,0
75200,0
75201,1
75202,0
75203,1
75204,0
75205,0
75206,0
75207,1
75208,0
75209,0
75210,1
75211,0
75212,1
75213,0
75214,1
75215,0
75216,0
75217,0
75218,1
75219,0
75220,0
75221,0
75222,0
75223,0
75224,1
75225,0
75226,0
75227,0
75228,0
75229,1
75230,1
75231,0
75232,0
75233,0
75234,0
75235,0
75236,0
75237,0
75238,1
75239,0
75240,1
75241,0
75242,0
75243,0
75244,0
75245,0
75246,1
75247,0
75248,0
75249,1
75250,0
75251,0
75252,0
75253,0
75254,0
75255,0
75256,0
75257,1
75258,0
75259,1
75260,1
75261,0
75262,0
75263,0
75264,0
75265,0
75266,0
75267,0
75268,0
75269,0
75270,0
75271,1
75272,1
75273,1
75274,0
75275,0
75276,0
75277,0
75278,1
75279,0
75280,0
75281,0
75282,0
75283,0
75284,1
75285,0
75286,0
75287,1
75288,1
75289,0
75290,1
75291,0
75292,0
75293,0
75294,1
75295,0
75296,1
75297,1
75298,0
75299,0
75300,0
75301,0
75302,0
75303,0
75304,0
75305,0
75306,0
75307,0
75308,0
75309,0
75310,0
75311,0
75312,0
75313,1
75314,0
75315,0
75316,0
75317,0
75318,0
75319,0
75320,0
75321,1
75322,0
75323,0
75324,1
75325,0
75326,0
75327,1
75328,0
75329,0
75330,0
75331,0
75332,0
75333,0
75334,0
75335,0
75336,0
75337,0
75338,1
75339,0
75340,0
75341,0
75342,0
75343,0
75344,0
75345,0
75346,1
75347,0
75348,0
75349,0
75350,0
75351,0
75352,0
75353,0
75354,1
75355,0
75356,0
75357,0
75358,0
75359,0
75360,0
75361,1
75362,1
75363,1
75364,0
75365,0
75366,0
75367,0
75368,0
75369,0
75370,0
75371,0
75372,0
75373,1
75374,0
75375,0
75376,0
75377,0
75378,0
75379,0
75380,0
75381,0
75382,0
75383,0
75384,0
75385,0
75386,0
75387,1
75388,0
75389,0
75390,0
75391,0
75392,0
75393,0
75394,0
75395,0
75396,0
75397,1
75398,0
75399,0
75400,0
75401,0
75402,1
75403,0
75404,0
75405,1
75406,0
75407,0
75408,0
75409,0
75410,0
75411,0
75412,0
75413,1
75414,0
75415,1
75416,0
75417,0
75418,0
75419,0
75420,0
75421,0
75422,0
75423,0
75424,0
75425,1
75426,0
75427,0
75428,0
75429,0
75430,1
75431,0
75432,1
75433,0
75434,1
75435,0
75436,0
75437,1
75438,1
75439,0
75440,0
75441,0
75442,0
75443,0
75444,1
75445,1
75446,0
75447,0
75448,0
75449,0
75450,0
75451,0
75452,0
75453,0
75454,0
75455,0
75456,0
75457,1
75458,0
75459,0
75460,0
75461,0
75462,0
75463,0
75464,0
75465,0
75466,0
75467,0
75468,0
75469,0
75470,0
75471,1
75472,0
75473,0
75474,0
75475,0
75476,1
75477,0
75478,1
75479,1
75480,0
75481,0
75482,0
75483,0
75484,0
75485,0
75486,0
75487,0
75488,0
75489,0
75490,0
75491,0
75492,0
75493,0
75494,0
75495,0
75496,1
75497,0
75498,1
75499,0
75500,1
75501,0
75502,0
75503,1
75504,0
75505,0
75506,0
75507,0
75508,0
75509,0
75510,0
75511,1
75512,0
75513,1
75514,1
75515,0
75516,1
75517,0
75518,0
75519,0
75520,0
75521,1
75522,0
75523,0
75524,0
75525,0
75526,1
75527,0
75528,0
75529,0
75530,1
75531,1
75532,0
75533,0
75534,0
75535,1
75536,0
75537,1
75538,0
75539,0
75540,0
75541,0
75542,0
75543,1
75544,0
75545,0
75546,0
75547,0
75548,0
75549,0
75550,0
75551,0
75552,1
75553,0
75554,0
75555,0
75556,0
75557,0
75558,0
75559,0
75560,0
75561,0
75562,0
75563,0
75564,0
75565,0
75566,0
75567,0
75568,0
75569,0
75570,1
75571,1
75572,0
75573,0
75574,0
75575,0
75576,1
75577,0
75578,1
75579,1
75580,0
75581,0
75582,0
75583,0
75584,0
75585,0
75586,0
75587,0
75588,0
75589,0
75590,0
75591,0
75592,0
75593,0
75594,0
75595,0
75596,1
75597,0
75598,0
75599,0
75600,0
75601,0
75602,0
75603,0
75604,0
75605,0
75606,0
75607,0
75608,0
75609,0
75610,0
75611,1
75612,0
75613,0
75614,1
75615,0
75616,0
75617,0
75618,0
75619,0
75620,0
75621,0
75622,0
75623,0
75624,0
75625,0
75626,0
75627,0
75628,1
75629,0
75630,0
75631,0
75632,0
75633,0
75634,0
75635,0
75636,0
75637,0
75638,1
75639,1
75640,0
75641,0
75642,0
75643,0
75644,0
75645,0
75646,0
75647,0
75648,0
75649,1
75650,0
75651,0
75652,0
75653,1
75654,0
75655,0
75656,0
75657,0
75658,1
75659,1
75660,1
75661,0
75662,0
75663,0
75664,0
75665,0
75666,0
75667,0
75668,0
75669,0
75670,0
75671,0
75672,0
75673,0
75674,1
75675,0
75676,0
75677,1
75678,0
75679,0
75680,1
75681,0
75682,0
75683,0
75684,0
75685,0
75686,0
75687,0
75688,0
75689,0
75690,0
75691,0
75692,0
75693,1
75694,0
75695,0
75696,0
75697,0
75698,0
75699,0
75700,0
75701,0
75702,0
75703,0
75704,1
75705,0
75706,0
75707,0
75708,1
75709,0
75710,0
75711,0
75712,0
75713,0
75714,0
75715,0
75716,0
75717,0
75718,0
75719,0
75720,1
75721,0
75722,1
75723,1
75724,1
75725,0
75726,0
75727,0
75728,1
75729,0
75730,0
75731,0
75732,0
75733,0
75734,0
75735,0
75736,0
75737,1
75738,0
75739,1
75740,0
75741,0
75742,0
75743,1
75744,0
75745,0
75746,0
75747,1
75748,0
75749,1
75750,0
75751,0
75752,1
75753,0
75754,0
75755,0
75756,0
75757,0
75758,1
75759,0
75760,0
75761,1
75762,0
75763,0
75764,0
75765,0
75766,0
75767,0
75768,0
75769,1
75770,0
75771,0
75772,1
75773,0
75774,0
75775,0
75776,0
75777,0
75778,0
75779,0
75780,1
75781,0
75782,0
75783,0
75784,1
75785,0
75786,1
75787,0
75788,0
75789,0
75790,0
75791,0
75792,0
75793,0
75794,1
75795,0
75796,0
75797,0
75798,0
75799,0
75800,0
75801,0
75802,1
75803,1
75804,0
75805,0
75806,1
75807,0
75808,0
75809,1
